Caller,Callee
ares_getnameinfo,sprintf
ares_getnameinfo,lookup_service
ares_getnameinfo,append_scopeid
ares_getnameinfo,skip_server
ares_getnameinfo,next_server
ares_getnameinfo,ares__send_query
ares_getnameinfo,end_query
ares_getnameinfo,ares__free_query
ares_getnameinfo,open_tcp_socket
ares_getnameinfo,open_udp_socket
ares_getnameinfo,socket_write
ares_getnameinfo,timeadd
ares_getnameinfo,send
ares_getnameinfo,ares__open_socket
ares_getnameinfo,configure_socket
ares_getnameinfo,ares__close_socket
ares_getnameinfo,ares__connect_socket
ares_getnameinfo,connect
ares_getnameinfo,close
ares_getnameinfo,ares_gethostbyaddr
ares_getnameinfo,next_lookup
ares_getnameinfo,ptr_rr_name
ares_getnameinfo,ares_free_hostent
ares_getnameinfo,ares_create_query
ares_getnameinfo,strcmp
ares_getnameinfo,ares_striendstr
ares_getnameinfo,tolower
ares_getnameinfo,if_indextoname
ares_getnameinfo,getservbyport_r
ares_getnameinfo,ares__is_onion_domain
ares_getnameinfo,ares__close_sockets
ares_getnameinfo,ares__generate_new_id
ares_getnameinfo,rc4
ares_getnameinfo,ares_query
ares_getnameinfo,generate_unique_id
ares_getnameinfo,find_query_by_id
ares_getnameinfo,ares__init_list_node
ares_getnameinfo,ares__is_list_empty
ares_getnameinfo,ares__insert_in_list
ares_getnameinfo,ares__remove_from_list
ares_getnameinfo,aresx_uztosi
ares_getnameinfo,aresx_uztoss
ares_getnameinfo,aresx_sitoss
ares_getnameinfo,aresx_sitous
ares_getnameinfo,ares_send
ares_getnameinfo,ares__read_line
ares_getnameinfo,fgets
ares_getnameinfo,ferror
ares_getnameinfo,ares_inet_pton
ares_getnameinfo,inet_pton
ares_getnameinfo,ares__get_hostent
lookup_service,strlen
lookup_service,ntohs
lookup_service,sprintf
lookup_service,getservbyport_r
append_scopeid,strlen
append_scopeid,htonl
append_scopeid,strcpy
append_scopeid,sprintf
append_scopeid,if_indextoname
write_tcp_data,fcntl
write_tcp_data,setsockopt
write_tcp_data,bind
write_tcp_data,memcmp
write_tcp_data,setsocknonblock
write_tcp_data,socket
write_tcp_data,try_again
write_tcp_data,__assert_fail
write_tcp_data,htonl
write_tcp_data,__errno_location
write_tcp_data,handle_error
write_tcp_data,swap_lists
write_tcp_data,skip_server
write_tcp_data,next_server
write_tcp_data,ares__send_query
write_tcp_data,end_query
write_tcp_data,ares__free_query
write_tcp_data,open_tcp_socket
write_tcp_data,open_udp_socket
write_tcp_data,socket_write
write_tcp_data,timeadd
write_tcp_data,send
write_tcp_data,ares__open_socket
write_tcp_data,configure_socket
write_tcp_data,ares__close_socket
write_tcp_data,ares__connect_socket
write_tcp_data,connect
write_tcp_data,close
write_tcp_data,socket_writev
write_tcp_data,advance_tcp_send_queue
write_tcp_data,writev
write_tcp_data,ares__close_sockets
write_tcp_data,ares__init_list_head
write_tcp_data,ares__is_list_empty
write_tcp_data,ares__insert_in_list
write_tcp_data,ares__remove_from_list
write_tcp_data,aresx_sitous
read_tcp_data,fcntl
read_tcp_data,setsockopt
read_tcp_data,bind
read_tcp_data,memcmp
read_tcp_data,setsocknonblock
read_tcp_data,socket
read_tcp_data,try_again
read_tcp_data,process_answer
read_tcp_data,same_questions
read_tcp_data,has_opt_rr
read_tcp_data,__assert_fail
read_tcp_data,ares_free_string
read_tcp_data,htonl
read_tcp_data,__errno_location
read_tcp_data,handle_error
read_tcp_data,swap_lists
read_tcp_data,skip_server
read_tcp_data,next_server
read_tcp_data,ares__send_query
read_tcp_data,end_query
read_tcp_data,ares__free_query
read_tcp_data,open_tcp_socket
read_tcp_data,open_udp_socket
read_tcp_data,socket_write
read_tcp_data,timeadd
read_tcp_data,send
read_tcp_data,ares__open_socket
read_tcp_data,configure_socket
read_tcp_data,ares__close_socket
read_tcp_data,ares__connect_socket
read_tcp_data,connect
read_tcp_data,close
read_tcp_data,strcasecmp
read_tcp_data,socket_recv
read_tcp_data,recv
read_tcp_data,ares_expand_name
read_tcp_data,name_length
read_tcp_data,ares__close_sockets
read_tcp_data,ares__init_list_head
read_tcp_data,ares__is_list_empty
read_tcp_data,ares__insert_in_list
read_tcp_data,ares__remove_from_list
read_tcp_data,aresx_uztosl
read_tcp_data,aresx_sitous
read_udp_packets,fcntl
read_udp_packets,setsockopt
read_udp_packets,bind
read_udp_packets,memcmp
read_udp_packets,setsocknonblock
read_udp_packets,socket
read_udp_packets,socket_recvfrom
read_udp_packets,try_again
read_udp_packets,same_address
read_udp_packets,process_answer
read_udp_packets,same_questions
read_udp_packets,has_opt_rr
read_udp_packets,__assert_fail
read_udp_packets,ares_free_string
read_udp_packets,htonl
read_udp_packets,__errno_location
read_udp_packets,handle_error
read_udp_packets,swap_lists
read_udp_packets,skip_server
read_udp_packets,next_server
read_udp_packets,ares__send_query
read_udp_packets,end_query
read_udp_packets,ares__free_query
read_udp_packets,open_tcp_socket
read_udp_packets,open_udp_socket
read_udp_packets,socket_write
read_udp_packets,timeadd
read_udp_packets,send
read_udp_packets,ares__open_socket
read_udp_packets,configure_socket
read_udp_packets,ares__close_socket
read_udp_packets,ares__connect_socket
read_udp_packets,connect
read_udp_packets,close
read_udp_packets,strcasecmp
read_udp_packets,recvfrom
read_udp_packets,ares_expand_name
read_udp_packets,name_length
read_udp_packets,ares__close_sockets
read_udp_packets,ares__init_list_head
read_udp_packets,ares__is_list_empty
read_udp_packets,ares__insert_in_list
read_udp_packets,ares__remove_from_list
read_udp_packets,aresx_uztosl
read_udp_packets,aresx_sitous
process_timeouts,fcntl
process_timeouts,setsockopt
process_timeouts,bind
process_timeouts,memcmp
process_timeouts,setsocknonblock
process_timeouts,socket
process_timeouts,__assert_fail
process_timeouts,htonl
process_timeouts,__errno_location
process_timeouts,ares__timedout
process_timeouts,skip_server
process_timeouts,next_server
process_timeouts,ares__send_query
process_timeouts,end_query
process_timeouts,ares__free_query
process_timeouts,open_tcp_socket
process_timeouts,open_udp_socket
process_timeouts,socket_write
process_timeouts,timeadd
process_timeouts,send
process_timeouts,ares__open_socket
process_timeouts,configure_socket
process_timeouts,ares__close_socket
process_timeouts,ares__connect_socket
process_timeouts,connect
process_timeouts,close
process_timeouts,ares__close_sockets
process_timeouts,ares__is_list_empty
process_timeouts,ares__insert_in_list
process_timeouts,ares__remove_from_list
process_timeouts,aresx_sitous
process_broken_connections,fcntl
process_broken_connections,setsockopt
process_broken_connections,bind
process_broken_connections,memcmp
process_broken_connections,setsocknonblock
process_broken_connections,socket
process_broken_connections,__assert_fail
process_broken_connections,htonl
process_broken_connections,__errno_location
process_broken_connections,handle_error
process_broken_connections,swap_lists
process_broken_connections,skip_server
process_broken_connections,next_server
process_broken_connections,ares__send_query
process_broken_connections,end_query
process_broken_connections,ares__free_query
process_broken_connections,open_tcp_socket
process_broken_connections,open_udp_socket
process_broken_connections,socket_write
process_broken_connections,timeadd
process_broken_connections,send
process_broken_connections,ares__open_socket
process_broken_connections,configure_socket
process_broken_connections,ares__close_socket
process_broken_connections,ares__connect_socket
process_broken_connections,connect
process_broken_connections,close
process_broken_connections,ares__close_sockets
process_broken_connections,ares__init_list_head
process_broken_connections,ares__is_list_empty
process_broken_connections,ares__insert_in_list
process_broken_connections,ares__remove_from_list
process_broken_connections,aresx_sitous
handle_error,fcntl
handle_error,setsockopt
handle_error,bind
handle_error,memcmp
handle_error,setsocknonblock
handle_error,socket
handle_error,__assert_fail
handle_error,htonl
handle_error,__errno_location
handle_error,swap_lists
handle_error,skip_server
handle_error,next_server
handle_error,ares__send_query
handle_error,end_query
handle_error,ares__free_query
handle_error,open_tcp_socket
handle_error,open_udp_socket
handle_error,socket_write
handle_error,timeadd
handle_error,send
handle_error,ares__open_socket
handle_error,configure_socket
handle_error,ares__close_socket
handle_error,ares__connect_socket
handle_error,connect
handle_error,close
handle_error,ares__close_sockets
handle_error,ares__init_list_head
handle_error,ares__is_list_empty
handle_error,ares__insert_in_list
handle_error,ares__remove_from_list
handle_error,aresx_sitous
swap_lists,ares__init_list_head
swap_lists,ares__is_list_empty
next_server,fcntl
next_server,setsockopt
next_server,bind
next_server,memcmp
next_server,setsocknonblock
next_server,socket
next_server,__assert_fail
next_server,htonl
next_server,__errno_location
next_server,skip_server
next_server,ares__send_query
next_server,end_query
next_server,ares__free_query
next_server,open_tcp_socket
next_server,open_udp_socket
next_server,socket_write
next_server,timeadd
next_server,send
next_server,ares__open_socket
next_server,configure_socket
next_server,ares__close_socket
next_server,ares__connect_socket
next_server,connect
next_server,close
next_server,ares__close_sockets
next_server,ares__is_list_empty
next_server,ares__insert_in_list
next_server,ares__remove_from_list
next_server,aresx_sitous
ares__send_query,fcntl
ares__send_query,setsockopt
ares__send_query,bind
ares__send_query,memcmp
ares__send_query,setsocknonblock
ares__send_query,socket
ares__send_query,__assert_fail
ares__send_query,htonl
ares__send_query,__errno_location
ares__send_query,skip_server
ares__send_query,next_server
ares__send_query,end_query
ares__send_query,ares__free_query
ares__send_query,open_tcp_socket
ares__send_query,open_udp_socket
ares__send_query,socket_write
ares__send_query,timeadd
ares__send_query,send
ares__send_query,ares__open_socket
ares__send_query,configure_socket
ares__send_query,ares__close_socket
ares__send_query,ares__connect_socket
ares__send_query,connect
ares__send_query,close
ares__send_query,ares__close_sockets
ares__send_query,ares__is_list_empty
ares__send_query,ares__insert_in_list
ares__send_query,ares__remove_from_list
ares__send_query,aresx_sitous
end_query,__assert_fail
end_query,ares__free_query
end_query,ares__close_socket
end_query,close
end_query,ares__close_sockets
end_query,ares__is_list_empty
end_query,ares__remove_from_list
ares__free_query,ares__remove_from_list
open_tcp_socket,fcntl
open_tcp_socket,setsockopt
open_tcp_socket,bind
open_tcp_socket,memcmp
open_tcp_socket,setsocknonblock
open_tcp_socket,socket
open_tcp_socket,htonl
open_tcp_socket,__errno_location
open_tcp_socket,ares__open_socket
open_tcp_socket,configure_socket
open_tcp_socket,ares__close_socket
open_tcp_socket,ares__connect_socket
open_tcp_socket,connect
open_tcp_socket,close
open_tcp_socket,aresx_sitous
open_udp_socket,fcntl
open_udp_socket,setsockopt
open_udp_socket,bind
open_udp_socket,memcmp
open_udp_socket,setsocknonblock
open_udp_socket,socket
open_udp_socket,htonl
open_udp_socket,__errno_location
open_udp_socket,ares__open_socket
open_udp_socket,configure_socket
open_udp_socket,ares__close_socket
open_udp_socket,ares__connect_socket
open_udp_socket,connect
open_udp_socket,close
open_udp_socket,aresx_sitous
socket_write,send
ares__open_socket,socket
configure_socket,fcntl
configure_socket,setsockopt
configure_socket,bind
configure_socket,memcmp
configure_socket,setsocknonblock
configure_socket,htonl
ares__close_socket,close
ares__connect_socket,connect
socket_recv,recv
socket_writev,writev
ares_process_fd,fcntl
ares_process_fd,setsockopt
ares_process_fd,bind
ares_process_fd,memcmp
ares_process_fd,setsocknonblock
ares_process_fd,socket
ares_process_fd,socket_recvfrom
ares_process_fd,try_again
ares_process_fd,same_address
ares_process_fd,process_answer
ares_process_fd,same_questions
ares_process_fd,has_opt_rr
ares_process_fd,__assert_fail
ares_process_fd,ares_free_string
ares_process_fd,htonl
ares_process_fd,__errno_location
ares_process_fd,ares__tvnow
ares_process_fd,clock_gettime
ares_process_fd,gettimeofday
ares_process_fd,ares__timedout
ares_process_fd,processfds
ares_process_fd,write_tcp_data
ares_process_fd,read_tcp_data
ares_process_fd,read_udp_packets
ares_process_fd,process_timeouts
ares_process_fd,process_broken_connections
ares_process_fd,handle_error
ares_process_fd,swap_lists
ares_process_fd,skip_server
ares_process_fd,next_server
ares_process_fd,ares__send_query
ares_process_fd,end_query
ares_process_fd,ares__free_query
ares_process_fd,open_tcp_socket
ares_process_fd,open_udp_socket
ares_process_fd,socket_write
ares_process_fd,timeadd
ares_process_fd,send
ares_process_fd,ares__open_socket
ares_process_fd,configure_socket
ares_process_fd,ares__close_socket
ares_process_fd,ares__connect_socket
ares_process_fd,connect
ares_process_fd,close
ares_process_fd,strcasecmp
ares_process_fd,recvfrom
ares_process_fd,socket_recv
ares_process_fd,recv
ares_process_fd,socket_writev
ares_process_fd,advance_tcp_send_queue
ares_process_fd,writev
ares_process_fd,ares_expand_name
ares_process_fd,name_length
ares_process_fd,ares__close_sockets
ares_process_fd,ares__init_list_head
ares_process_fd,ares__is_list_empty
ares_process_fd,ares__insert_in_list
ares_process_fd,ares__remove_from_list
ares_process_fd,aresx_uztosl
ares_process_fd,aresx_sitous
ares_parse_aaaa_reply,ares__append_addrinfo_cname
ares_parse_aaaa_reply,ares__addrinfo_cat_cnames
ares_parse_aaaa_reply,ares__malloc_addrinfo_node
ares_parse_aaaa_reply,ares__append_addrinfo_node
ares_parse_aaaa_reply,ares__addrinfo_cat_nodes
ares_parse_aaaa_reply,ares__malloc_addrinfo_cname
ares_parse_aaaa_reply,strdup
ares_parse_aaaa_reply,strcasecmp
ares_parse_aaaa_reply,ares_free_hostent
ares_parse_aaaa_reply,ares_expand_name
ares_parse_aaaa_reply,name_length
ares_parse_aaaa_reply,ares__expand_name_for_response
ares_parse_aaaa_reply,ares__freeaddrinfo_cnames
ares_parse_aaaa_reply,ares__freeaddrinfo_nodes
ares_parse_aaaa_reply,aresx_uztosl
ares_parse_aaaa_reply,ares__parse_into_addrinfo2
ares_gethostbyaddr,fcntl
ares_gethostbyaddr,setsockopt
ares_gethostbyaddr,bind
ares_gethostbyaddr,memcmp
ares_gethostbyaddr,setsocknonblock
ares_gethostbyaddr,socket
ares_gethostbyaddr,__assert_fail
ares_gethostbyaddr,ares_free_string
ares_gethostbyaddr,strlen
ares_gethostbyaddr,htonl
ares_gethostbyaddr,ntohl
ares_gethostbyaddr,__errno_location
ares_gethostbyaddr,ares__tvnow
ares_gethostbyaddr,clock_gettime
ares_gethostbyaddr,gettimeofday
ares_gethostbyaddr,__ctype_b_loc
ares_gethostbyaddr,ares_strdup
ares_gethostbyaddr,strdup
ares_gethostbyaddr,file_lookup
ares_gethostbyaddr,end_aquery
ares_gethostbyaddr,fopen
ares_gethostbyaddr,fclose
ares_gethostbyaddr,sprintf
ares_gethostbyaddr,skip_server
ares_gethostbyaddr,next_server
ares_gethostbyaddr,ares__send_query
ares_gethostbyaddr,end_query
ares_gethostbyaddr,ares__free_query
ares_gethostbyaddr,open_tcp_socket
ares_gethostbyaddr,open_udp_socket
ares_gethostbyaddr,socket_write
ares_gethostbyaddr,timeadd
ares_gethostbyaddr,send
ares_gethostbyaddr,ares__open_socket
ares_gethostbyaddr,configure_socket
ares_gethostbyaddr,ares__close_socket
ares_gethostbyaddr,ares__connect_socket
ares_gethostbyaddr,connect
ares_gethostbyaddr,close
ares_gethostbyaddr,next_lookup
ares_gethostbyaddr,ptr_rr_name
ares_gethostbyaddr,ares_free_hostent
ares_gethostbyaddr,ares_create_query
ares_gethostbyaddr,strcmp
ares_gethostbyaddr,ares_striendstr
ares_gethostbyaddr,tolower
ares_gethostbyaddr,ares__is_onion_domain
ares_gethostbyaddr,ares__close_sockets
ares_gethostbyaddr,ares__generate_new_id
ares_gethostbyaddr,rc4
ares_gethostbyaddr,ares_query
ares_gethostbyaddr,generate_unique_id
ares_gethostbyaddr,find_query_by_id
ares_gethostbyaddr,ares__init_list_node
ares_gethostbyaddr,ares__is_list_empty
ares_gethostbyaddr,ares__insert_in_list
ares_gethostbyaddr,ares__remove_from_list
ares_gethostbyaddr,aresx_uztosi
ares_gethostbyaddr,aresx_uztoss
ares_gethostbyaddr,aresx_sitoss
ares_gethostbyaddr,aresx_sitous
ares_gethostbyaddr,ares_send
ares_gethostbyaddr,ares__read_line
ares_gethostbyaddr,fgets
ares_gethostbyaddr,ferror
ares_gethostbyaddr,ares_inet_pton
ares_gethostbyaddr,inet_pton
ares_gethostbyaddr,ares__get_hostent
next_lookup,fcntl
next_lookup,setsockopt
next_lookup,bind
next_lookup,memcmp
next_lookup,setsocknonblock
next_lookup,socket
next_lookup,__assert_fail
next_lookup,ares_free_string
next_lookup,strlen
next_lookup,htonl
next_lookup,ntohl
next_lookup,__errno_location
next_lookup,ares__tvnow
next_lookup,clock_gettime
next_lookup,gettimeofday
next_lookup,__ctype_b_loc
next_lookup,ares_strdup
next_lookup,strdup
next_lookup,file_lookup
next_lookup,end_aquery
next_lookup,fopen
next_lookup,fclose
next_lookup,sprintf
next_lookup,skip_server
next_lookup,next_server
next_lookup,ares__send_query
next_lookup,end_query
next_lookup,ares__free_query
next_lookup,open_tcp_socket
next_lookup,open_udp_socket
next_lookup,socket_write
next_lookup,timeadd
next_lookup,send
next_lookup,ares__open_socket
next_lookup,configure_socket
next_lookup,ares__close_socket
next_lookup,ares__connect_socket
next_lookup,connect
next_lookup,close
next_lookup,ptr_rr_name
next_lookup,ares_free_hostent
next_lookup,ares_create_query
next_lookup,strcmp
next_lookup,ares_striendstr
next_lookup,tolower
next_lookup,ares__is_onion_domain
next_lookup,ares__close_sockets
next_lookup,ares__generate_new_id
next_lookup,rc4
next_lookup,ares_query
next_lookup,generate_unique_id
next_lookup,find_query_by_id
next_lookup,ares__init_list_node
next_lookup,ares__is_list_empty
next_lookup,ares__insert_in_list
next_lookup,ares__remove_from_list
next_lookup,aresx_uztosi
next_lookup,aresx_uztoss
next_lookup,aresx_sitoss
next_lookup,aresx_sitous
next_lookup,ares_send
next_lookup,ares__read_line
next_lookup,fgets
next_lookup,ferror
next_lookup,ares_inet_pton
next_lookup,inet_pton
next_lookup,ares__get_hostent
ptr_rr_name,strlen
ptr_rr_name,ntohl
ptr_rr_name,sprintf
ares_search,fcntl
ares_search,setsockopt
ares_search,bind
ares_search,memcmp
ares_search,getenv
ares_search,setsocknonblock
ares_search,socket
ares_search,__assert_fail
ares_search,ares_free_string
ares_search,strlen
ares_search,htonl
ares_search,__errno_location
ares_search,ares__tvnow
ares_search,clock_gettime
ares_search,gettimeofday
ares_search,__ctype_b_loc
ares_search,ares_strdup
ares_search,strdup
ares_search,fopen
ares_search,fclose
ares_search,skip_server
ares_search,next_server
ares_search,ares__send_query
ares_search,end_query
ares_search,ares__free_query
ares_search,open_tcp_socket
ares_search,open_udp_socket
ares_search,socket_write
ares_search,timeadd
ares_search,send
ares_search,ares__open_socket
ares_search,configure_socket
ares_search,ares__close_socket
ares_search,ares__connect_socket
ares_search,connect
ares_search,close
ares_search,ares__single_domain
ares_search,ares__cat_domain
ares_search,ares_create_query
ares_search,strcmp
ares_search,strchr
ares_search,ares_striendstr
ares_search,tolower
ares_search,ares__is_onion_domain
ares_search,ares__close_sockets
ares_search,ares__generate_new_id
ares_search,rc4
ares_search,ares_query
ares_search,generate_unique_id
ares_search,find_query_by_id
ares_search,ares__init_list_node
ares_search,ares__is_list_empty
ares_search,ares__insert_in_list
ares_search,ares__remove_from_list
ares_search,aresx_uztosi
ares_search,aresx_sitous
ares_search,ares_send
ares_search,strncasecmp
ares_search,ares__read_line
ares_search,fgets
ares_search,ferror
ares__single_domain,getenv
ares__single_domain,strlen
ares__single_domain,__errno_location
ares__single_domain,__ctype_b_loc
ares__single_domain,ares_strdup
ares__single_domain,strdup
ares__single_domain,fopen
ares__single_domain,fclose
ares__single_domain,strchr
ares__single_domain,aresx_uztosi
ares__single_domain,strncasecmp
ares__single_domain,ares__read_line
ares__single_domain,fgets
ares__single_domain,ferror
search_callback,fcntl
search_callback,setsockopt
search_callback,bind
search_callback,memcmp
search_callback,setsocknonblock
search_callback,socket
search_callback,__assert_fail
search_callback,ares_free_string
search_callback,strlen
search_callback,htonl
search_callback,__errno_location
search_callback,ares__tvnow
search_callback,clock_gettime
search_callback,gettimeofday
search_callback,skip_server
search_callback,next_server
search_callback,ares__send_query
search_callback,end_query
search_callback,ares__free_query
search_callback,open_tcp_socket
search_callback,open_udp_socket
search_callback,socket_write
search_callback,timeadd
search_callback,send
search_callback,ares__open_socket
search_callback,configure_socket
search_callback,ares__close_socket
search_callback,ares__connect_socket
search_callback,connect
search_callback,close
search_callback,ares__cat_domain
search_callback,end_squery
search_callback,ares_create_query
search_callback,strcmp
search_callback,ares_striendstr
search_callback,tolower
search_callback,ares__is_onion_domain
search_callback,ares__close_sockets
search_callback,ares__generate_new_id
search_callback,rc4
search_callback,ares_query
search_callback,generate_unique_id
search_callback,find_query_by_id
search_callback,ares__init_list_node
search_callback,ares__is_list_empty
search_callback,ares__insert_in_list
search_callback,ares__remove_from_list
search_callback,aresx_sitous
search_callback,ares_send
ares__cat_domain,strlen
ares__bitncmp,memcmp
ares__readaddrinfo,ares__append_addrinfo_cname
ares__readaddrinfo,ares__addrinfo_cat_cnames
ares__readaddrinfo,ares__malloc_addrinfo_node
ares__readaddrinfo,ares__append_addrinfo_node
ares__readaddrinfo,ares__addrinfo_cat_nodes
ares__readaddrinfo,ares__malloc_addrinfo_cname
ares__readaddrinfo,strlen
ares__readaddrinfo,htons
ares__readaddrinfo,__ctype_b_loc
ares__readaddrinfo,ares_strdup
ares__readaddrinfo,strdup
ares__readaddrinfo,strcasecmp
ares__readaddrinfo,ares__freeaddrinfo_cnames
ares__readaddrinfo,ares__freeaddrinfo_nodes
ares__readaddrinfo,aresx_uztosi
ares__readaddrinfo,ares__read_line
ares__readaddrinfo,fgets
ares__readaddrinfo,ferror
ares__readaddrinfo,ares_inet_pton
ares__readaddrinfo,inet_pton
ares_destroy,__assert_fail
ares_destroy,ares__free_query
ares_destroy,ares__close_socket
ares_destroy,close
ares_destroy,ares__destroy_servers_state
ares_destroy,ares__close_sockets
ares_destroy,ares__is_list_empty
ares_destroy,ares__remove_from_list
ares__destroy_servers_state,__assert_fail
ares__destroy_servers_state,ares__close_socket
ares__destroy_servers_state,close
ares__destroy_servers_state,ares__close_sockets
ares__destroy_servers_state,ares__is_list_empty
ares_create_query,strlen
ares_create_query,strcmp
ares_create_query,ares_striendstr
ares_create_query,tolower
ares_create_query,ares__is_onion_domain
ares_cancel,ares__free_query
ares_cancel,ares__close_socket
ares_cancel,close
ares_cancel,ares__close_sockets
ares_cancel,ares__is_list_empty
ares_cancel,ares__remove_from_list
default_malloc,malloc
nameinfo_callback,strlen
nameinfo_callback,htonl
nameinfo_callback,ntohs
nameinfo_callback,strcpy
nameinfo_callback,ares_inet_ntop
nameinfo_callback,inet_ntop
nameinfo_callback,sprintf
nameinfo_callback,lookup_service
nameinfo_callback,append_scopeid
nameinfo_callback,gethostname
nameinfo_callback,strchr
nameinfo_callback,ares_striendstr
nameinfo_callback,tolower
nameinfo_callback,if_indextoname
nameinfo_callback,getservbyport_r
ares_striendstr,strlen
ares_striendstr,tolower
ares__is_onion_domain,strlen
ares__is_onion_domain,ares_striendstr
ares__is_onion_domain,tolower
ares_parse_a_reply,ares__append_addrinfo_cname
ares_parse_a_reply,ares__addrinfo_cat_cnames
ares_parse_a_reply,ares__malloc_addrinfo_node
ares_parse_a_reply,ares__append_addrinfo_node
ares_parse_a_reply,ares__addrinfo_cat_nodes
ares_parse_a_reply,ares__malloc_addrinfo_cname
ares_parse_a_reply,strdup
ares_parse_a_reply,strcasecmp
ares_parse_a_reply,ares_free_hostent
ares_parse_a_reply,ares_expand_name
ares_parse_a_reply,name_length
ares_parse_a_reply,ares__expand_name_for_response
ares_parse_a_reply,ares__freeaddrinfo_cnames
ares_parse_a_reply,ares__freeaddrinfo_nodes
ares_parse_a_reply,aresx_uztosl
ares_parse_a_reply,ares__parse_into_addrinfo2
ares_expand_name,name_length
ares_expand_name,aresx_uztosl
ares__expand_name_for_response,ares_expand_name
ares__expand_name_for_response,name_length
ares__expand_name_for_response,aresx_uztosl
ares_parse_txt_reply,ares_expand_name
ares_parse_txt_reply,name_length
ares_parse_txt_reply,ares__parse_txt_reply
ares_parse_txt_reply,ares_free_data
ares_parse_txt_reply,ares_malloc_data
ares_parse_txt_reply,aresx_uztosl
ares__parse_txt_reply,ares_expand_name
ares__parse_txt_reply,name_length
